Chem1,Chem2,Clnum
6.64688563400304,-6.22133775805125,1
6.88804999090398,-6.88752114100971,1
7.28974573321221,-6.59097543631213,1
6.48894628581208,-6.77983682157566,1
6.60031816765231,-6.81555043838814,1
6.46537248438357,-6.9843209348334,1
6.7371785948154,-6.80625674016738,1
6.73324979850499,-6.44988809176898,1
6.36647763202258,-6.95827654783514,1
6.90210548607218,-7.21924901679665,1
6.71236149783841,-6.35311389144109,1
6.86604242894307,-6.66599136768505,1
6.27706511472438,-6.57872576061464,1
6.23877971202139,-6.51054346282779,1
6.55412606519454,-6.84115217323893,1
6.35201382065105,-7.19275537836725,1
6.25289247123164,-6.75882634892587,1
6.40615178292888,-7.04813851333087,1
6.42674277931978,-6.83474613757456,1
7.02597914059224,-6.70944840107939,1
6.29697383948192,-6.74573184941974,1
6.02470247717374,-7.01959380718498,1
6.51699301212794,-6.81311401377865,1
6.45689056380659,-6.80624564830127,1
6.17474948601837,-6.91891591512764,1
6.25286765392751,-7.31899995047305,1
6.02606583789171,-6.89879576180536,1
6.42118588959131,-7.3736619170496,1
5.92626545826058,-7.1856525280353,1
6.82669326776106,-6.66331952022625,1
5.84568757271979,-6.71634042124084,1
6.32824035404341,-6.78467072171752,1
6.03954517993203,-6.84756423252617,1
6.66144015143176,-7.10865951332861,1
6.53626598711204,-6.97130773052853,1
6.12964979539472,-7.3626635273697,1
5.87639254281503,-6.92843065953246,1
5.98119317825269,-7.43491316770392,1
6.00448655096159,-7.54027289080663,1
6.48122922927925,-7.17730362101543,1
5.66592114166414,-7.52649149066652,1
5.53231598394596,-6.95987617198551,1
6.1801371381958,-7.21388387065522,1
6.12458083587906,-7.46773635832015,1
5.96615672635927,-7.25598109353673,1
5.91900628089163,-7.56131863000488,1
5.95617114001693,-7.62834424283894,1
6.07445853908529,-7.2884413635933,1
6.13026618217671,-6.89325956536012,1
5.49494942245548,-7.65877749350144,1
6.0395012594714,-7.60303450942312,1
5.81185675782274,-7.63774199091508,1
5.28499961916967,-7.02951712182552,1
5.49601002567311,-7.4447061284589,1
6.08179511242966,-7.85583817978194,1
5.27649704888329,-7.82924923569901,1
5.20315484676581,-7.19301306563785,1
5.56793982951437,-7.74751631688498,1
5.3387597339452,-7.29437292465999,1
5.69651063942771,-7.24200996493183,1
5.95780406000303,-7.83798360401938,1
5.70350129941283,-7.77267624641692,1
5.94928265787427,-7.34786750720414,1
5.15301360676745,-7.07754406056926,1
5.05969294436826,-7.61797601464437,1
5.57500363691805,-7.84729766550848,1
5.18797387051062,-7.39467974917967,1
5.40150237871707,-7.47031132388262,1
5.60186117490894,-7.30469426682107,1
5.89904099618639,-7.21334263031569,1
5.16970826317584,-8.07600993750573,1
5.74026780011509,-7.83240764962239,1
4.93892499737692,-7.98244052598234,1
5.44822328191314,-7.48989776576899,1
5.47672266333391,-7.60110724205279,1
4.8373264136082,-8.07249254999597,1
5.07628578119785,-7.7404820632249,1
5.55699338476182,-8.06845829279933,1
4.74390887501535,-7.27029390047086,1
5.65837288291237,-8.05372906235792,1
5.3980570700309,-8.13132740222968,1
5.3468653148822,-8.03742650756561,1
5.07582928965906,-8.11793944220753,1
4.62132920041788,-7.86006392390507,1
5.29043525944485,-8.00728424930316,1
4.48518827821772,-8.14464507576728,1
5.02055794896341,-7.7331540100228,1
4.57507251423685,-7.361897709275,1
4.97789704727759,-7.745946497647,1
4.59583045676697,-7.94790580258075,1
4.42963519694718,-8.30353363209891,1
4.51097294528497,-8.24441055986197,1
4.84605965399396,-7.54079703618671,1
4.96685053544526,-7.69608211898726,1
4.78703869472603,-8.00229831729926,1
4.7479049675532,-7.73646204847983,1
4.5638582137642,-8.17031303119609,1
5.0626165219157,-7.73111704186469,1
5.00403358569233,-7.62650522482032,1
4.77494598510063,-7.66050833613025,1
4.95207609022747,-8.23138817178079,1
4.25699566066935,-7.93087938510943,1
4.21934381615285,-8.09419748947859,1
4.83445548994599,-8.33243999858182,1
4.41767770209517,-7.65566288306819,1
4.6032160614059,-8.18661730435003,1
4.17407035738435,-7.77817234797439,1
4.49010405451982,-7.4611836283486,1
4.22661588351463,-8.44536838568613,1
4.67360965502949,-8.15237425958296,1
4.80610541280926,-7.78035505310032,1
4.59305980607768,-7.60411509579159,1
4.79003753696724,-7.73174551950613,1
4.37621917161127,-7.84368385369543,1
4.46941643044997,-7.71332270643476,1
4.33773058861591,-7.54465716418825,1
3.84023147977686,-7.80386928624977,1
4.57633251176189,-8.52371945348745,1
4.10684883502455,-7.58960024624483,1
3.85173149594712,-7.67337410737165,1
3.77872501895562,-7.58463019631791,1
4.00849583213194,-7.94724683572063,1
3.641740325278,-8.52534676861951,1
3.81933483535578,-7.80092029132952,1
3.69660332667485,-7.71560370976549,1
4.43407414504533,-8.01001853874033,1
4.39013390797889,-8.35998721607037,1
3.54683410145131,-7.85700668188012,1
4.22371432104555,-7.66141969411421,1
4.41583995682722,-8.26713356094838,1
3.83642807600035,-8.13990142896746,1
3.99289473953614,-8.29864530488286,1
4.03660859076012,-8.61731356054383,1
3.84375340789552,-8.09796060652392,1
4.29239678158581,-8.53919643397175,1
3.69141317146321,-8.00262703632486,1
3.66796358080899,-7.95488887040734,1
3.8698457704409,-8.07645198108494,1
3.86776944169822,-8.54493079529514,1
4.00944997615755,-7.71748194042955,1
3.44148749720961,-8.21178219191663,1
3.93112687386201,-7.88374173036314,1
3.75476594288529,-8.1795898289162,1
3.53927564850182,-8.23107186801232,1
3.1408845028333,-7.73466493048105,1
3.38827585827689,-8.22174102404265,1
3.54853375759825,-8.66702626994852,1
3.59671207506338,-7.85221986899564,1
3.50848275118817,-8.61977905049,1
3.83136187543944,-7.77359545685816,1
3.50091687705304,-8.5335879005597,1
3.62738664689909,-8.21944537055432,1
3.52952953532245,-8.42722163589985,1
2.92494758773818,-8.44562732033155,1
2.94925669998459,-7.87599854864443,1
3.56215410587744,-7.82698055099897,1
3.22496171995042,-8.5878545780159,1
3.59777137385278,-8.53248240395129,1
2.91667890780207,-8.54374369071449,1
3.09179463923237,-8.74315141814487,1
3.26203267130723,-7.98593403428743,1
3.30430269834625,-8.63532389020559,1
3.5025636394035,-8.35477211035987,1
3.1708064983223,-7.86139522514809,1
3.41327575663599,-8.44246794212248,1
2.85493599034579,-7.88385421421966,1
2.73508460153057,-8.49148404417037,1
3.44268346197789,-8.44351872352706,1
3.20054602086654,-8.10629371520846,1
2.67105819281579,-8.42669774747832,1
2.746134205131,-8.32111127519326,1
2.39622493644885,-7.89485238705248,1
3.00126435724757,-8.70126655297709,1
2.94249319405369,-8.61613660013341,1
3.2835363682495,-8.19887756922224,1
2.24274429182038,-8.39933464772501,1
2.24315229021967,-8.44229285034763,1
3.01172530728864,-8.35984842060505,1
3.02412253107448,-8.80611666039226,1
3.22481946199556,-8.20929523473722,1
2.15699883952219,-8.42644827378641,1
2.67317510799383,-8.75413539756417,1
2.9566204567356,-8.06921790334847,1
2.51125424138569,-8.75126384585624,1
2.19823272229251,-8.11023381794449,1
2.13879512024994,-8.70529749791714,1
2.01838741249026,-8.72442240067294,1
1.990190013978,-8.68053720143614,1
2.43413245462143,-8.43707788586788,1
2.64758651915293,-8.56909891983527,1
2.73065811300463,-8.81278145685197,1
2.08226569211378,-8.61891616221748,1
2.19696132036414,-8.45540722282391,1
1.88061330438935,-8.51758341988369,1
2.375828674431,-8.79430918179149,1
2.26167661279584,-8.78146289324513,1
2.04213737982645,-8.24875376334817,1
1.73761889633493,-8.89457923155956,1
1.73987916798165,-8.76126401139775,1
1.83569315791995,-8.72272902889698,1
1.7033058565876,-8.43024485255844,1
2.5239734745549,-8.62588438904345,1
2.35708922314236,-8.89515390531447,1
2.21195571233106,-8.00102789449129,1
1.80984243368066,-8.65033108089708,1
1.90484715581204,-8.0677319968879,1
1.73201841149085,-8.31123657939439,1
1.48328083822898,-8.14499110818294,1
2.29698614346164,-8.45590310456068,1
1.67158736113816,-8.54048703251511,1
1.4347139771465,-8.17664126467872,1
2.03625747561444,-8.18668580609329,1
1.47497116496585,-8.33290800154046,1
1.45698740192124,-8.53698692980527,1
1.90507198594056,-8.72729969304848,1
1.67173687036927,-8.47829897777007,1
1.37729793642443,-8.95300232318776,1
1.61141853814973,-8.88409287666512,1
1.50438986803136,-8.13063449639419,1
1.79834280710963,-8.42407556886781,1
1.73367518859649,-8.85054858530465,1
1.83825609992608,-8.50869200571352,1
2.01360156454153,-7.98784936730548,1
1.36766713874306,-8.34423457047598,1
1.13213834236809,-8.10872139691553,1
1.62987654056355,-8.16973195258557,1
1.25114212273177,-8.45995191968274,1
1.23729059048414,-8.12252724031359,1
1.5909731403848,-8.06842111710226,1
1.51554421199486,-8.39988620203157,1
1.09439514777368,-8.77972324836301,1
1.82725585751192,-8.10616575817945,1
1.52786790985749,-8.2433504041307,1
1.13255476687337,-8.05481347611342,1
0.933844414163425,-8.76674873639869,1
1.04670236107015,-8.38280077541168,1
0.845629081327165,-8.22772676473106,1
0.786982505968998,-8.18874850932724,1
1.70036808932002,-8.73894620813597,1
1.66472758776962,-8.18817095887406,1
1.04161037921837,-8.0186302174772,1
1.14679366039157,-8.09104331389986,1
1.18430190753074,-8.6597121636034,1
1.50296515428523,-8.94554826009801,1
0.921303663089428,-8.88510151348762,1
0.980565930469324,-8.1476334679143,1
0.702876240143297,-7.97023121150471,1
0.899460456006485,-8.834873783142,1
0.994588403124863,-8.04119776390446,1
0.511499710359663,-8.82106966014894,1
0.781324958461612,-8.64352781775987,1
1.13950577846222,-8.60399195538628,1
0.942216185359589,-8.64787001235054,1
1.22273370129392,-8.34693521991189,1
1.25930128613338,-8.80620080684877,1
1.08751987841507,-8.15944310253777,1
0.681373610827895,-8.18249479926666,1
1.11285637193683,-8.07399784607372,1
0.84041014109408,-8.07849732065319,1
0.307340875233348,-8.76546150145852,1
0.704959542963704,-8.11917444663352,1
0.894099095264479,-8.26789241078888,1
0.932299340364436,-8.15517815207574,1
0.316336417776646,-7.92659371132043,1
0.358885595888086,-8.88450948591561,1
0.165127090031942,-8.58067692798608,1
0.718494112035851,-8.39597364185771,1
0.402847531644527,-8.53187131990869,1
0.770694066115022,-8.24944234583525,1
0.170953280601748,-8.53336785138927,1
-0.118314605222529,-8.81497979414215,1
0.421538094346793,-8.63808183098623,1
0.509675893237084,-8.16756201704571,1
0.251007817246964,-8.09078624550751,1
0.309446886648574,-7.94832193026459,1
0.564013979463229,-8.39956019906157,1
-0.152864502010483,-8.14731198284752,1
-0.088038851676805,-8.25035028384769,1
0.443689986453439,-8.30448621921854,1
0.529897839802846,-8.60806621842827,1
0.258513501141768,-8.51181801120846,1
0.0777901313844125,-8.67146750418187,1
-0.186797113691701,-8.51067127311276,1
0.395792890057963,-8.20276293375439,1
0.110615426762194,-8.1761899340927,1
0.103174180706089,-8.48047085281005,1
0.444170617400497,-8.17453725542346,1
-0.353301654939279,-8.28537648983348,1
0.0374578817319428,-8.59601845739914,1
-0.219247802644862,-7.97944825032538,1
-0.0127759189314621,-8.25088809010201,1
0.331258502935817,-8.50277771133942,1
-0.10624364314403,-8.74637009508093,1
-0.409898939679218,-8.04303500661795,1
-0.206068513846506,-8.24930542250869,1
-0.434360848364565,-8.38494744619609,1
-0.651237374991474,-8.44062076483273,1
-0.730875976989698,-8.34060977498549,1
-0.412495812373399,-8.38133696697995,1
-0.0577204039796457,-8.31758960197787,1
-0.265360327179206,-8.15995777289442,1
-0.133192363818306,-8.37216524666883,1
-0.515892745569283,-7.89815337162614,1
-0.300225058080541,-8.00169647897065,1
-0.502420428342339,-7.93197498434696,1
-0.156772341781537,-8.28210350694759,1
-0.165892216915136,-8.36144808967158,1
-0.678420542512626,-7.84499565849809,1
-0.444305058294859,-8.66814816316623,1
-0.556897351601003,-8.05747218954653,1
-0.304820145770754,-7.71954152805684,1
-0.750513662416592,-8.57092770015091,1
-0.894645382642184,-8.5407359522282,1
-0.798108053543786,-8.28343262513335,1
-0.264465544132345,-8.56365052917048,1
-0.347856613173507,-8.01341961162717,1
-0.492251746292344,-8.56564355618344,1
-0.473376405297377,-7.71527546553909,1
-0.578986416827998,-8.36455616583306,1
-0.750306536456317,-8.26943926889521,1
-0.649190995201177,-8.31034959096558,1
-1.05119390021273,-7.89861058671477,1
-0.369361652295751,-7.65710080040079,1
-0.857929151152734,-8.36024941927696,1
-1.02932713694629,-8.22331125778148,1
-0.764144082173807,-8.35010112768704,1
-1.34305505337045,-7.77238350366762,1
-1.32990863222307,-8.21856751872685,1
-0.92649864540269,-8.19111454189579,1
-1.43432014941404,-7.73220834298398,1
-1.53866908780325,-8.30614266309313,1
-0.690962296037505,-7.80633984862666,1
-1.39704965821095,-7.66832871544038,1
-0.952576076126755,-7.95968004229491,1
-1.01861217319886,-8.4176893580169,1
-0.861872347592125,-8.44826991571246,1
-0.838212147351627,-7.92370724765561,1
-1.1026515739268,-7.78283716231668,1
-1.2266160674826,-8.25875110936484,1
-1.1492074770816,-8.17025130747771,1
-0.996317573071862,-8.02890309897001,1
-0.789334817596369,-7.91939520622777,1
-1.68631700769603,-7.80302415675646,1
-1.36192499625067,-8.38266994960748,1
-0.981238906673201,-7.56113197268832,1
-1.76786628414376,-8.19056667812942,1
-1.53367260747021,-8.26557967156823,1
-0.975738188884369,-8.46901030730212,1
-1.32460855212565,-8.36398850834615,1
-1.2398064042784,-7.9954547275421,1
-1.8872456452642,-7.69113553190935,1
-1.8403941610213,-7.65203982132645,1
-1.76739903976914,-8.42896915187664,1
-1.40436954232471,-8.02076693383825,1
-1.82236589640013,-7.93229708668817,1
-1.6204391061583,-8.02519921053231,1
-1.17643199065613,-7.48725346153917,1
-1.85411184229735,-7.83891991446315,1
-1.27210208092198,-7.74079074990008,1
-1.60756399013398,-8.10714690497657,1
-1.88440252921814,-7.45551540881975,1
-1.95798247885753,-7.99177675748038,1
-1.62876032626234,-7.87305795078979,1
-1.64762908792107,-8.05289673548464,1
-1.98049115762902,-7.79241900562794,1
-2.25173985877421,-7.77072821165688,1
-2.20941363126024,-8.12242203179427,1
-2.06229280937289,-7.95202857067439,1
-1.82190765009278,-7.4522236774508,1
-2.11123916275174,-7.66480546707226,1
-2.15847588878058,-7.70512230474812,1
-1.72633313269767,-7.35210564959652,1
-1.51084845600629,-7.85196468264365,1
-2.33670120570435,-7.94458923310314,1
-1.99155065437476,-7.76460825262748,1
-2.42478401361317,-7.27047680757229,1
-2.26954183029759,-8.13653656780777,1
-1.64742950377017,-7.63540792729157,1
-2.29161119641777,-7.28143706804582,1
-2.42101933813562,-7.81315338291746,1
-2.06978909185265,-7.98979416937754,1
-2.57563169137045,-7.41558827410233,1
-1.73720174171762,-7.16586905817921,1
-2.06827851861008,-7.88693557189655,1
-1.8538864734485,-7.57183048352312,1
-2.32863658996588,-7.31194239550233,1
-2.41377436735009,-7.35276983265817,1
-2.13660575508215,-7.52123721260743,1
-2.19620248387304,-8.07370190371266,1
-2.42012664837661,-7.20944650938722,1
-1.90009796600034,-7.468553589997,1
-2.65465522307547,-7.48412584690954,1
-2.8064729676206,-7.51010923142153,1
-2.86659570599315,-7.33813820751212,1
-2.8782574361192,-7.1671990931679,1
-2.56492367416316,-7.53819230856768,1
-2.3737243282179,-7.90850208170086,1
-2.04600290074212,-7.72096641396494,1
-2.76175899079785,-7.73544836750584,1
-2.42184656771988,-7.10350840713547,1
-2.54423375236156,-7.18375382992469,1
-2.95122301056889,-7.50440956826811,1
-2.807847728689,-7.05421598476243,1
-2.86659505415966,-7.85756470773051,1
-2.78896006986643,-7.84927012601427,1
-2.80973650107882,-7.75198863546056,1
-2.59322674595709,-7.00326794155189,1
-2.75116893654404,-7.39514418115271,1
-2.72911889440755,-7.69516760204486,1
-2.25698878197347,-7.62581349580561,1
-2.74081714029591,-7.19300058949025,1
-2.42374461459885,-6.8898822018995,1
-2.81628513605315,-7.36336058683479,1
-3.10319973034163,-7.35517377581851,1
-2.79393849411037,-7.25970146025921,1
-2.48385849427289,-6.85561413882978,1
-2.71443469509017,-6.88164397379797,1
-3.12527071172077,-7.40084916001497,1
-2.98143914318408,-7.33430223028139,1
-2.60586555005346,-7.04500795914451,1
-3.39081058148393,-6.95230140102039,1
-3.25110878016961,-7.21777590293086,1
-3.08365698175998,-6.98370443275878,1
-3.05724614237449,-7.05889936020749,1
-3.02251836382453,-7.59044144910783,1
-2.74814662849041,-7.52377413070264,1
-3.56682434171113,-7.39599330056692,1
-2.64145760017258,-7.38113306114449,1
-3.19368687008441,-7.0625574378074,1
-2.9324458687946,-6.76657309643693,1
-2.74748832480219,-7.16248152650006,1
-3.04349051295659,-6.99671662450417,1
-2.76394207845328,-6.89736146779632,1
-2.87332403368914,-7.57163992107471,1
-3.42602538760353,-6.93060354124958,1
-2.84772758671721,-7.36287392091652,1
-3.6865687791989,-7.02634216294553,1
-3.3300996672147,-6.76627922007195,1
-3.54873463179325,-6.76032201556394,1
-3.64333817410727,-7.0629960289211,1
-3.47895845894868,-6.67028131145999,1
-3.65877032935856,-6.74649949399775,1
-3.1035780923387,-7.36807621900671,1
-3.22513840219041,-6.83177829381796,1
-3.2778798835843,-6.65010706608671,1
-3.06096524354012,-6.81798163963,1
-3.94410772976952,-6.46112604239511,1
-3.20009894914157,-6.50004554432214,1
-3.59818998324137,-7.14116703872596,1
-3.81066373940166,-7.10369024601369,1
-3.9553370860289,-6.57180443225797,1
-3.33843811946752,-6.69696006859047,1
-3.8404076405361,-6.4157641600637,1
-3.8587276312959,-6.34321625077847,1
-3.39524920243681,-7.27286331177631,1
-3.51618471634636,-6.83628865432353,1
-3.47122692519967,-6.3748598240941,1
-3.2852039491397,-6.3283244946929,1
-4.03108481761004,-7.14497825532328,1
-3.45791903960083,-6.25987728733742,1
-4.20249431162207,-6.21206061840539,1
-3.42695343255051,-6.97554862124917,1
-4.2511841830332,-7.04476825230897,1
-3.50570070668165,-6.60084558120885,1
-4.26275337213915,-6.80481993547076,1
-3.8287318892537,-6.61023128409007,1
-4.31086400887283,-7.06535946979185,1
-3.67259095635817,-6.87932239461111,1
-3.76809222878783,-6.76762005859582,1
-3.5195433142755,-6.33496334710718,1
-3.61388389900646,-6.58195134214452,1
-3.5272858300132,-6.68810327179512,1
-4.08813270175303,-6.40432467030032,1
-3.918152298391,-7.03876194532654,1
-4.00476279998788,-6.82652843258045,1
-3.95841768685253,-6.63559627402654,1
-3.88603354371713,-6.70980474867779,1
-3.63557914039837,-6.13167180367056,1
-4.17366746257258,-6.08515646444037,1
-3.57401384560925,-6.23195520622583,1
-4.08810219572573,-6.10158269599521,1
-4.41024303347145,-5.99335783007914,1
-3.99241994614604,-6.40195863078895,1
-4.62354231020002,-6.03514792330064,1
-4.20955129858826,-5.97684471352534,1
-4.25996229770731,-6.72364598859306,1
-4.36966117133533,-6.15549074838608,1
-4.31095545383382,-6.10123053028102,1
-4.42991754156064,-6.37774963180624,1
-4.01851500839545,-6.68366732607593,1
-4.75940631764614,-5.96989185455504,1
-4.640535988801,-5.88124476016081,1
-4.21660488979974,-6.51763905762133,1
-3.95287316150869,-6.49436639555104,1
-3.84813324505698,-5.78890278259747,1
-3.98194971906484,-6.04099392804456,1
-4.60450980483179,-6.00669922181988,1
-3.91618329291889,-5.89308539685899,1
-3.98788893571352,-6.07642007539303,1
-4.11489034020623,-6.40313027312706,1
-4.00168344788664,-5.92379702378714,1
-4.26048329099946,-6.1042356048546,1
-4.25345272063936,-6.4114333480937,1
-4.07534581497816,-5.97176216192485,1
-4.62560799792137,-6.56228185947781,1
-4.59080305843993,-6.47934253830412,1
-4.22982326885325,-6.3896092112271,1
-4.25494048435691,-5.84756783819324,1
-4.06712367959048,-5.66025906637184,1
-4.50052357385509,-5.71053986324507,1
-5.1098700535928,-6.12456246805792,1
-4.94361620712945,-6.36454524775532,1
-4.60324524631463,-5.44403851425634,1
-4.58286985860406,-5.77336728510502,1
-4.49606316062816,-5.57648210516382,1
-5.1905767438776,-5.62003325125077,1
-5.10713987757553,-5.54962189997801,1
-4.2760665597032,-6.0082370591954,1
-5.08349229418923,-5.44445811762422,1
-4.64519963393819,-6.21898078788177,1
-4.99555653711292,-5.79171772922989,1
-4.55759054790173,-5.72977848627579,1
-4.45947860275714,-6.03404263512844,1
-4.37814717061753,-5.54786596297916,1
-4.77496943954084,-5.69801223703559,1
-4.52026150385631,-5.44988171895016,1
-4.72401664824703,-5.96932329837319,1
-5.19052180082041,-5.85703148788334,1
-4.75315451314871,-6.07802844539966,1
-4.81123577019654,-5.49462531618154,1
-5.08531210805172,-5.84945370693749,1
-4.67679718589827,-6.06260349432876,1
-5.22953818930719,-5.25156988212064,1
-5.14657738280596,-5.22603606903644,1
-4.97474181546482,-5.52604029646751,1
-4.52901982240757,-5.73083505158097,1
-5.00609434669453,-5.05703842535593,1
-4.8090834493991,-5.68238683921403,1
-5.48558768756619,-5.25925910842109,1
-5.27993069703754,-5.81228730957722,1
-5.36822325032298,-5.66918610822385,1
-5.00514165232429,-5.56479414962774,1
-5.42769398626199,-5.36410902111525,1
-4.87001182180981,-4.95080563296977,1
-4.62560881436163,-5.60790880525356,1
-5.23521071032898,-5.40021203272105,1
-5.11127776506666,-5.784005538605,1
-4.77988668862946,-5.72007848374851,1
-5.04520786526653,-5.23983033039626,1
-5.64580886106348,-4.85071025974556,1
-5.10403229792551,-5.17735382790978,1
-4.83440370740008,-5.52975777308616,1
-5.27466937197036,-5.09294299232027,1
-5.54070143872901,-5.01404856322287,1
-4.82247168299812,-5.26680381289008,1
-5.02268786055712,-5.40318963909435,1
-4.93832059465201,-4.99140243908682,1
-5.72555069824763,-5.38482958150599,1
-5.79972150441038,-4.71115589281752,1
-5.64813180705274,-4.91133749663855,1
-5.26079725909952,-4.78116900313158,1
-5.62828066224546,-5.40307622711651,1
-5.75561388433965,-4.89124003108248,1
-5.71782044463018,-4.92852284960372,1
-5.45116261356486,-5.08310534996305,1
-5.27070725979009,-5.00762063318556,1
-5.12667736969934,-5.35695002462335,1
-4.93862685381195,-5.25063851713237,1
-5.56728953327324,-5.05356987565551,1
-5.28636783726925,-5.19673723344437,1
-5.94712413405687,-4.71760241875021,1
-5.6801109090282,-4.42546605268112,1
-5.58704388322736,-5.38031971612713,1
-5.56925265173691,-4.50422274027615,1
-5.80059717470075,-4.79076987698527,1
-5.18015068879484,-4.37921629106419,1
-5.21702790545283,-4.63588931654652,1
-5.42673410476522,-4.4435506453456,1
-5.50224844551613,-4.403613963187,1
-5.23133213642225,-4.68892462621086,1
-5.32501825195355,-4.55445372410532,1
-5.22110627415634,-4.66843870448021,1
-5.57232554929935,-4.43818671242707,1
-5.49888094022545,-4.84551248735673,1
-5.42261763905931,-4.48084669277754,1
